,gamma,A,beta,dv,dtheta,Pwin
11659,1.65,0.352,10.0,0.05918970231904852,8.47132217293182,1
11660,1.65,0.352,10.0,0.07383801895648803,8.079371758127891,1
11661,1.65,0.352,10.0,0.03889851216030485,10.920541029335794,0
11662,1.65,0.352,10.0,0.06389929614055972,7.981645346288616,1
11663,1.65,0.352,10.0,0.06406841968750512,8.102761026655955,1
11664,1.65,0.352,10.0,0.05333869220401591,9.142190280065364,1
11665,1.65,0.352,10.0,0.05542102189448053,8.717913572312241,0
11666,1.65,0.352,10.0,0.05761244439532856,8.97094696022286,1
11667,1.65,0.352,10.0,0.05016663049605061,10.528928421907622,1
11668,1.65,0.352,10.0,0.05503145153191094,9.171475936035549,1
11669,1.65,0.352,10.0,0.07161949650850413,7.787769259636903,0
11670,1.65,0.352,10.0,0.06717266904551969,8.72020997739564,0
11671,1.65,0.352,10.0,0.0576022007612208,7.963269855215557,1
11672,1.65,0.352,10.0,0.06291334658568662,9.110367244230616,0
11673,1.65,0.352,10.0,0.06761275391372568,7.326324813012334,0
11674,1.65,0.352,10.0,0.04460529166684549,9.754120394999148,0
11675,1.65,0.352,10.0,0.051846746979266,9.154029363125616,1
11676,1.65,0.352,10.0,0.0487518875736585,9.686635465801999,1
11677,1.65,0.352,10.0,0.06930033981661715,9.094568820959367,1
11678,1.65,0.352,10.0,0.058520707228768676,9.529688956767899,0
11679,1.65,0.352,10.0,0.03973574473024016,10.896751348002965,1
11680,1.65,0.352,10.0,0.04078110613655589,10.97565623950446,0
11681,1.65,0.352,10.0,0.04870381295693296,8.743899722174348,1
11682,1.65,0.352,10.0,0.03275678201740312,11.993153748604087,1
11683,1.65,0.352,10.0,0.044977145861786944,13.515660630334295,1
11684,1.65,0.352,10.0,0.06482151168407685,6.910348796453604,1
11685,1.65,0.352,10.0,0.04668172869470366,11.752064361214906,0
11686,1.65,0.352,10.0,0.05624189962122578,9.351752636389932,1
11687,1.65,0.352,10.0,0.05644493559577296,7.83322516435959,1
11688,1.65,0.352,10.0,0.06250586730795413,8.668465528010458,0
11689,1.65,0.352,10.0,0.05990840337469361,9.49077488072706,1
11690,1.65,0.352,10.0,0.049649900935107016,9.748568408444683,1
11691,1.65,0.352,10.0,0.0446159594927753,10.366655867843676,1
11692,1.65,0.352,10.0,0.05617877701921686,10.10013054136681,1
11693,1.65,0.352,10.0,0.06041009283447052,8.224096601293951,0
11694,1.65,0.352,10.0,0.04536390467777843,9.87691623943141,1
11695,1.65,0.352,10.0,0.07042390299643556,7.368726896393753,1
11696,1.65,0.352,10.0,-0.05676574696365816,32.94969540811611,1
11697,1.65,0.352,10.0,0.06431490780677768,8.8845485255639,0
11698,1.65,0.352,10.0,0.06322035219570582,8.444846226111693,1
11699,1.65,0.352,10.0,0.07471877174685476,6.752957625772993,1
11700,1.65,0.352,10.0,0.06837995182717493,8.041023331200805,0
11701,1.65,0.352,10.0,0.04031893703075454,11.33097771467071,1
11702,1.65,0.352,10.0,0.03581869656909259,12.0289968380294,1
11703,1.65,0.352,10.0,0.051256223214304814,10.302193884071414,1
11704,1.65,0.352,10.0,0.0742851021791539,9.253995773070656,1
11705,1.65,0.352,10.0,0.05242529712574295,8.221494013565447,0
11706,1.65,0.352,10.0,0.06256574723073582,8.849569398850264,1
11707,1.65,0.352,10.0,0.023396975654815744,15.339335531860257,1
11708,1.65,0.352,10.0,0.035999069728084865,12.573798044131294,0
11709,1.65,0.352,10.0,0.06024385397446472,8.320721252559267,0
11710,1.65,0.352,10.0,0.055537354082917906,9.361974560552056,1
11711,1.65,0.352,10.0,0.058940293993318266,9.449821045288942,0
11712,1.05,0.384,7.6,-0.010467339886891885,-1.6403070151402517,1
11713,1.05,0.384,7.6,-8.370872441285093e-05,-3.561814938617573,1
11714,1.05,0.384,7.6,0.019010696285437584,-5.841723713324477,0
11715,1.05,0.384,7.6,0.005012578963236036,-4.475641376454639,0
11716,1.05,0.384,7.6,0.005061017949740121,-4.366703296867129,0
11717,1.05,0.384,7.6,0.018422126000780997,-5.135704922836368,1
11718,1.05,0.384,7.6,0.009546356284602237,-5.283822551037844,0
11719,1.05,0.384,7.6,0.015473889975636479,-5.4625793249184795,1
11720,1.05,0.384,7.6,-0.0035830592325089283,-3.7240756339905374,0
11721,1.05,0.384,7.6,0.0008836021937663197,-3.930528475548286,0
11722,1.05,0.384,7.6,0.0036630427501989915,-4.539185835273308,1
11723,1.05,0.384,7.6,0.008644774740285466,-4.786203027964753,0
11724,1.05,0.384,7.6,-0.007586415860926815,-2.8038371427240065,1
11725,1.05,0.384,7.6,0.0011173042639601172,-3.900877868769541,0
11726,1.05,0.384,7.6,-5.250461582975707e-05,-3.275553207747379,1
11727,1.05,0.384,7.6,0.014983848200549932,-4.886090038022743,0
11728,1.05,0.384,7.6,0.01885531415632899,-5.538778835818434,0
11729,1.05,0.384,7.6,0.03499640859282499,-6.727531178475296,1
11730,1.05,0.384,7.6,0.006649230272817053,-4.252533281950647,0
11731,1.05,0.384,7.6,-0.008329861868004274,-2.442105231388055,1
11732,1.05,0.384,7.6,0.00553571377333692,-4.434776891495041,1
11733,1.05,0.384,7.6,0.0006817551288252621,-4.490984703035757,0
11734,1.05,0.384,7.6,-0.004133764059851525,-3.5556356392626327,1
11735,1.05,0.384,7.6,0.00799675551440368,-4.899403322670125,1
11736,1.05,0.384,7.6,-0.002447774528841401,-4.137001078254983,0
11737,1.05,0.384,7.6,0.00686059483478535,-4.3273738834721485,1
11738,1.05,0.384,7.6,0.016416161708761423,-5.41708509157052,0
11739,1.05,0.384,7.6,0.01424815958112799,-4.85847760877116,1
11740,1.05,0.384,7.6,0.026262787591054132,-5.585296057849135,1
11741,1.05,0.384,7.6,0.03548391057416378,-7.94537954429277,0
11742,1.05,0.384,7.6,0.011127644721973556,-5.101124779904559,0
11743,1.05,0.384,7.6,0.013830905565231227,-5.438931912207082,1
11744,1.05,0.384,7.6,-0.007155690367648182,-3.9415680825975272,0
11745,1.05,0.384,7.6,0.010166136358098987,-4.789547412899573,0
11746,1.05,0.384,7.6,0.017959089651145677,-5.342649858036296,0
11747,1.05,0.384,7.6,0.020588059971740513,-5.899782093718628,1
11748,1.05,0.384,7.6,-0.0005363529036216119,-3.8908894179599045,0
11749,1.05,0.384,7.6,0.01977411171897367,-4.308984277100421,1
11750,1.05,0.384,7.6,0.0027229964259445627,-5.1917859937755395,0
11751,1.05,0.384,7.6,0.017823705811167267,-5.293746670443589,0
11752,1.05,0.384,7.6,0.012250040812625124,-4.357391412331609,0
11753,1.05,0.384,7.6,0.009431441963295734,-4.618606559281119,1
11754,1.05,0.384,7.6,0.0010550575194734901,-3.7173579948636615,0
11755,1.05,0.384,7.6,0.018215987206565004,-5.236790048677811,1
11756,1.05,0.384,7.6,0.0030126145765379253,-3.7192244474172753,1
11757,1.05,0.384,7.6,0.028285737442299896,-5.3082825115789944,1
11758,1.05,0.384,7.6,0.005200153525933365,-3.428549192688976,0
11759,1.05,0.384,7.6,0.017510365777358372,-5.123793934531854,1
11760,1.05,0.384,7.6,-0.003020350726315013,-3.2194457689973177,0
11761,1.05,0.384,7.6,0.020906851347745004,-4.84636216805503,0
11762,1.05,0.384,7.6,0.007317088916491243,-5.4141062295790405,0
11763,1.05,0.384,7.6,0.002543922297359419,-3.337285852641628,1
11764,1.05,0.384,7.6,0.004226185582475395,-4.010685376245384,1
11765,1.05,0.384,7.6,0.019230480881866074,-5.403373414049881,0
11766,1.05,0.384,7.6,0.0004471439363204488,-2.59356610509694,0
11767,1.05,0.384,7.6,0.00659585306835897,-3.787542536425832,1
11768,1.05,0.384,7.6,0.011519133256438496,-5.0793123553074935,0
11769,1.05,0.384,7.6,0.01066374279901458,-3.2493200716687625,1
11770,1.05,0.384,7.6,0.007702049909715181,-3.3144235501743253,0
11771,1.05,0.384,7.6,-0.00015696590937833155,-4.07567379601182,1
11772,1.05,0.384,7.6,0.019355985316245217,-5.7363437286474905,0
11773,1.05,0.384,7.6,0.012004988653522591,-5.3224692106948766,0
11774,1.05,0.384,7.6,0.023338900496455317,-4.779349590716301,0
11775,1.05,0.384,7.6,0.007994816336060723,-4.007311154635801,1
11776,1.05,0.384,7.6,0.016291219853283495,-4.8482130782804305,0
11777,1.05,0.384,7.6,0.015006555965402207,-5.814667017907269,1
11778,1.05,0.384,7.6,0.01768579903310033,-5.876689827771742,1
11779,1.05,0.384,7.6,0.008043041996892042,-2.8062913529784907,1
11780,1.05,0.384,7.6,0.016261342903148124,-6.655906538833499,0
11781,1.05,0.384,7.6,-0.0010209384763930074,-3.4106867778215246,1
11782,1.05,0.384,7.6,0.003138410712012124,-4.292601004952232,0
11783,1.05,0.384,7.6,0.008056470192017218,-4.638509320942518,0
11784,1.05,0.384,7.6,0.010158419084477815,-5.130636665553297,0
11785,1.05,0.384,7.6,0.019483575510772205,-5.092170621132887,0
11786,1.05,0.384,7.6,0.02244063040965516,-6.740682777211049,0
11787,1.05,0.384,7.6,-0.009709844289459452,-1.3753064245331643,1
11788,1.05,0.384,7.6,0.03664022986285939,-6.725347802295985,1
11789,1.05,0.384,7.6,0.013885593957716408,-5.581502778380475,1
11790,1.05,0.384,7.6,0.004457226062829139,-4.381455282287554,1
11791,1.05,0.384,7.6,0.012733948635649334,-5.2600385320710075,0
11792,1.05,0.384,7.6,0.015734803156527838,-5.120509442901792,0
11793,1.05,0.384,7.6,0.005940410641349203,-4.950874199273059,0
11794,1.05,0.384,7.6,0.007095689755947071,-3.783975692098686,0
11795,1.05,0.384,7.6,0.012809798977186593,-4.918811500978116,1
11796,1.05,0.384,7.6,0.024096077345456823,-5.274389047437801,0
11797,1.05,0.384,7.6,0.007576247403235009,-4.178788625023415,1
11798,1.05,0.384,7.6,0.008652343805428925,-4.892357096156189,0
11799,1.05,0.384,7.6,0.002616332049600878,-3.956068889797521,0
11800,1.05,0.384,7.6,-0.006534705272031538,-2.9904746027535083,0
11801,1.05,0.384,7.6,0.007655072810628022,-2.731194055155072,0
11802,1.05,0.384,7.6,0.012028718515124603,-5.296240123294851,0
11803,1.05,0.384,7.6,0.016067636668521956,-6.001057231961461,0
11804,1.05,0.384,7.6,0.01843824635445354,-6.162798770645708,1
11805,1.05,0.384,7.6,0.012800714784462153,-4.844679417680652,0
11806,1.05,0.384,7.6,0.01755217500751438,-6.052414606201985,0
11807,1.05,0.384,7.6,0.00822996096011383,-4.910177727057032,0
11808,1.35,0.448,7.6,0.04650049451214561,-1.256180354211665,1
11809,1.35,0.448,7.6,0.02658155215946509,0.7411239152871332,1
11810,1.35,0.448,7.6,0.01766784879660832,2.279625305400657,1
11811,1.35,0.448,7.6,0.04058799389046269,-0.8286622596375679,1
11812,1.35,0.448,7.6,0.024360733428925613,1.2952226592387603,0
11813,1.35,0.448,7.6,0.033914674731958055,-0.5557120236560849,0
11814,1.35,0.448,7.6,0.06108284052184576,-2.210825392040533,1
11815,1.35,0.448,7.6,0.056721502530476114,-1.7833223651999361,1
11816,1.35,0.448,7.6,0.058676015326191516,-3.102562634198293,1
11817,1.35,0.448,7.6,0.0375512595850489,0.04316066121266715,1
11818,1.35,0.448,7.6,0.03780227860591753,0.5416244709860933,1
11819,1.35,0.448,7.6,0.043017636122612474,0.13082707873685706,0
11820,1.35,0.448,7.6,0.036245002076587624,0.201357865216238,0
11821,1.35,0.448,7.6,0.03141325249886148,0.42731635806840984,1
11822,1.35,0.448,7.6,0.04294132685760724,-0.9813808722136201,1
11823,1.35,0.448,7.6,0.0485541263119002,-1.4746602108217104,0
11824,1.35,0.448,7.6,0.049231740470778024,-0.9077637228130158,0
11825,1.35,0.448,7.6,0.043210875295248974,-0.398489304760389,1
11826,1.35,0.448,7.6,0.04070975041083738,-1.2521188956269498,1
11827,1.35,0.448,7.6,0.045073731918501836,-1.1477205314075576,1
11828,1.35,0.448,7.6,0.03392690003383503,-0.1880249944203456,1
11829,1.35,0.448,7.6,0.037763889410764556,-0.3969691580478809,0
11830,1.35,0.448,7.6,0.02062500425661873,-0.15446332004528074,1
11831,1.35,0.448,7.6,0.0505379070309005,-2.0790915745511285,1
11832,1.35,0.448,7.6,0.044203230093727425,-0.8917131070609514,1
11833,1.35,0.448,7.6,0.021927111231706237,1.1053244018157358,1
11834,1.35,0.448,7.6,0.04407058350238224,-0.8932779987247415,0
11835,1.35,0.448,7.6,0.038949729437099456,0.43988011924649584,0
11836,1.35,0.448,7.6,0.033350321300151975,0.0705034841697767,1
11837,1.35,0.448,7.6,0.026619145142809275,0.6007317494036641,1
11838,1.35,0.448,7.6,0.04337267080869056,-0.3595412426496125,1
11839,1.35,0.448,7.6,0.03747669439447121,0.18701212304414128,0
11840,1.35,0.448,7.6,0.031483199041258125,1.3242888322393185,0
11841,1.35,0.448,7.6,0.04671162961869532,-0.4336183654793331,1
11842,1.35,0.448,7.6,0.044315928470905236,-1.000369477335667,1
11843,1.35,0.448,7.6,0.04403127462544251,-0.7617082478298585,1
11844,1.35,0.448,7.6,0.0273347529089763,0.6982610247405603,0
11845,1.35,0.448,7.6,0.04955116737451734,-0.34558461020357356,0
11846,1.35,0.448,7.6,0.04209559427436452,-0.9218023947966572,1
11847,1.35,0.448,7.6,0.025176774254943884,1.2764999182080032,0
11848,1.35,0.448,7.6,0.03173066441223213,0.10812648819035076,1
11849,1.35,0.448,7.6,0.03206253959161476,0.19273773691598706,0
11850,1.35,0.448,7.6,0.029403566856907648,0.39132434087861157,1
11851,1.35,0.448,7.6,0.04261659626874184,-0.76826068507674,1
11852,1.35,0.448,7.6,0.03779182119628163,0.22208511748274873,0
11853,1.35,0.448,7.6,0.026756126760199117,2.120195556707401,1
11854,1.35,0.448,7.6,0.040277655053849865,-0.3995001489912653,1
11855,1.35,0.448,7.6,0.045163418387392074,-1.055556293880585,1
11856,1.35,0.448,7.6,0.051147299548770425,-0.951053897661879,1
11857,1.35,0.448,7.6,0.03580879568259457,-0.04414435406978612,0
11858,1.35,0.448,7.6,0.04607472113014022,-1.7239352932823806,1
11859,1.35,0.448,7.6,0.04872750088846731,-0.04712184625623195,1
11860,1.35,0.448,7.6,0.03275688359259085,-0.46936022282741874,0
11861,1.35,0.448,7.6,0.05321945663421532,-1.4153038202755965,1
11862,1.35,0.448,7.6,0.03161892710718914,0.4483663956076924,1
11863,1.35,0.448,7.6,0.055803499176181465,-2.451636580332263,1
11864,1.35,0.448,7.6,0.04225735127240815,-0.722986277455405,1
11865,1.35,0.448,7.6,0.043113982378658544,-0.783915449075522,1
11866,1.35,0.448,7.6,0.03686956534993163,-0.40916507197349006,1
11867,1.35,0.448,7.6,0.046476900436097535,-1.0759722795182967,1
11868,1.35,0.448,7.6,0.03782182539292711,-0.19443258537322095,1
11869,1.35,0.448,7.6,0.02975767778035629,-0.26086729855548185,1
11870,1.35,0.448,7.6,0.04289361819799148,-0.45913416939134777,0
11871,1.35,0.448,7.6,0.0349365140295996,0.5894100730662757,1
11872,1.35,0.448,7.6,0.02846924030381323,0.7275167792295889,1
11873,1.35,0.448,7.6,0.04431820463383057,0.45044515351065684,1
11874,1.35,0.448,7.6,0.02798586386738766,0.35623040153764407,1
11875,1.35,0.448,7.6,0.03144475268745589,0.42638486018286414,0
11876,1.35,0.448,7.6,0.06079558282864314,-2.839061176898582,1
11877,1.35,0.448,7.6,0.05914982909265251,-1.498407448274662,1
11878,1.35,0.448,7.6,0.02945812013617785,0.4340280506425671,1
11879,1.35,0.448,7.6,0.03647381784440104,0.46796721813491615,1
11880,1.35,0.448,7.6,0.03986249286117033,-0.18770678924265383,1
11881,1.35,0.448,7.6,0.037919169441820916,-0.7482386125471123,0
11882,1.35,0.448,7.6,0.04133605710828983,-0.7397199701231614,1
11883,1.35,0.448,7.6,0.021376425723789838,2.1032475515375637,0
11884,1.35,0.448,7.6,0.04678495678472683,-1.0727650336296932,1
11885,1.35,0.448,7.6,0.024347148203262087,1.5376275747473471,1
11886,1.35,0.448,7.6,0.04340760012410774,-0.3678379802624647,1
11887,1.35,0.448,7.6,0.04876305385774901,-1.0061954247399854,1
11888,1.35,0.448,7.6,0.03361776940628358,0.5026285930989189,0
11889,1.35,0.448,7.6,0.03548909032354439,-0.5070882218773107,1
11890,1.35,0.448,7.6,0.036006715587029225,0.19974511235066927,1
11891,1.35,0.448,7.6,0.04698123771936277,-1.8396302825348272,1
11892,1.35,0.448,7.6,0.04309227923204323,0.20214845160315065,1
11893,1.35,0.448,7.6,0.042461287789338165,-1.0317159663629525,1
11894,1.35,0.448,7.6,0.04992370738208843,-0.9927108533017588,1
11895,1.35,0.448,7.6,0.03880003860293363,-0.7984232382935801,1
11896,1.35,0.448,7.6,0.028489957757312473,0.17867019468620526,0
11897,1.35,0.448,7.6,0.046020295235153,-0.7138139605372658,1
11898,1.35,0.448,7.6,0.03715378733335864,-0.6401803253763916,1
11899,1.35,0.448,7.6,0.052073616061098726,-1.618330132283873,1
11900,1.35,0.448,7.6,0.04795347554097687,-1.1897266475504011,1
11901,1.35,0.448,7.6,0.04236027660572872,-1.6204585715389328,1
11902,1.35,0.448,7.6,0.011203927603759767,3.794060565480578,1
11903,1.35,0.448,7.6,0.051003275896310124,-1.5383065403771923,0
11904,1.65,0.6080000000000001,8.8,0.15289585467759043,-11.29637514194011,1
11905,1.65,0.6080000000000001,8.8,0.1496930344126857,-11.429458291088629,1
11906,1.65,0.6080000000000001,8.8,0.14966645935052628,-11.766573713892427,1
11907,1.65,0.6080000000000001,8.8,0.16272072591525982,-12.029481776203546,1
11908,1.65,0.6080000000000001,8.8,0.16824844697615943,-12.912779747452483,1
11909,1.65,0.6080000000000001,8.8,0.1255932779548472,-8.689048414822459,1
11910,1.65,0.6080000000000001,8.8,0.1407087254041524,-11.064256752579062,1
11911,1.65,0.6080000000000001,8.8,0.14844698064415893,-11.569154246149694,1
11912,1.65,0.6080000000000001,8.8,0.1474978914403691,-11.573177231607453,1
11913,1.65,0.6080000000000001,8.8,0.1463364341377524,-11.907036432105578,1
11914,1.65,0.6080000000000001,8.8,0.13485748102978856,-11.25401483819838,1
11915,1.65,0.6080000000000001,8.8,0.17676928526352428,-14.681820680738639,1
11916,1.65,0.6080000000000001,8.8,0.12677813398877952,-9.54045838003428,1
11917,1.65,0.6080000000000001,8.8,0.13740218152192435,-10.752326493625517,1
11918,1.65,0.6080000000000001,8.8,0.15175270649228056,-11.347723561221137,1
11919,1.65,0.6080000000000001,8.8,0.1430375540493937,-12.066851404264348,1
11920,1.65,0.6080000000000001,8.8,0.11563956273724099,-8.866270035416449,1
11921,1.65,0.6080000000000001,8.8,0.14185565423518312,-10.916020449904572,1
11922,1.65,0.6080000000000001,8.8,0.153414025483849,-12.458063527794373,1
11923,1.65,0.6080000000000001,8.8,0.15439048309708708,-12.110235379665163,1
11924,1.65,0.6080000000000001,8.8,0.15959257030535923,-11.941522011683645,1
11925,1.65,0.6080000000000001,8.8,0.1549331920332763,-11.77451372368526,1
11926,1.65,0.6080000000000001,8.8,0.15772991727951038,-12.041978105462213,1
11927,1.65,0.6080000000000001,8.8,0.16267698973969041,-12.214672613025641,1
11928,1.65,0.6080000000000001,8.8,0.14645449288534207,-11.285793332508845,1
11929,1.65,0.6080000000000001,8.8,0.1571575888926432,-11.738055237674885,1
11930,1.65,0.6080000000000001,8.8,0.1403108438601011,-10.636543487968872,1
11931,1.65,0.6080000000000001,8.8,0.15739073858742736,-11.944862393715042,1
11932,1.65,0.6080000000000001,8.8,0.14531845055115514,-10.785128564187339,1
11933,1.65,0.6080000000000001,8.8,0.14024142670756565,-10.465286795074391,1
11934,1.65,0.6080000000000001,8.8,0.16431551523161037,-11.345542132664796,1
11935,1.65,0.6080000000000001,8.8,0.13748562909853435,-10.758678013158729,1
11936,1.65,0.6080000000000001,8.8,0.15750221023898975,-12.1727529997873,1
11937,1.65,0.6080000000000001,8.8,0.14373896518135654,-11.55808502139508,1
11938,1.65,0.6080000000000001,8.8,0.14147816653319434,-11.44957696781593,1
11939,1.65,0.6080000000000001,8.8,0.1504800468759417,-11.813566561809807,1
11940,1.65,0.6080000000000001,8.8,0.13886786025544556,-11.621846777615005,1
11941,1.65,0.6080000000000001,8.8,0.1295961971842399,-10.157468487832645,1
11942,1.65,0.6080000000000001,8.8,0.15086301615586287,-10.864008410777565,1
11943,1.65,0.6080000000000001,8.8,0.14587045799491413,-10.468962208192274,1
11944,1.65,0.6080000000000001,8.8,0.12955642643765394,-9.897150478973586,1
11945,1.65,0.6080000000000001,8.8,0.15518546790131116,-12.207029919434973,1
11946,1.65,0.6080000000000001,8.8,0.15928316381004692,-13.296813981450107,1
11947,1.65,0.6080000000000001,8.8,0.16181069662922673,-11.332035624097244,1
11948,1.65,0.6080000000000001,8.8,0.1328832438959291,-9.7979274540088,1
11949,1.65,0.6080000000000001,8.8,0.1510166570974528,-12.42898163176401,1
11950,1.65,0.6080000000000001,8.8,0.15863261155521333,-11.618635634978737,1
11951,1.65,0.6080000000000001,8.8,0.1610160144284777,-12.06451261250183,1
11952,1.65,0.6080000000000001,8.8,0.17972177935570643,-13.365577359884462,1
11953,1.65,0.6080000000000001,8.8,0.15390218577654613,-12.06821709026024,1
11954,1.65,0.6080000000000001,8.8,0.14872788556604077,-11.328846390315839,1
11955,1.65,0.6080000000000001,8.8,0.1633051170338437,-12.681526601184046,1
11956,1.65,0.6080000000000001,8.8,0.14784103864034012,-12.067668949251619,1
11957,1.65,0.6080000000000001,8.8,0.1454747426739845,-10.966216512686422,1
11958,1.65,0.6080000000000001,8.8,0.15485169884858174,-11.16920620135631,1
11959,1.65,0.6080000000000001,8.8,0.16025749883388324,-13.331356427662548,1
11960,1.65,0.6080000000000001,8.8,0.14718630388253834,-11.192548966093042,1
11961,1.65,0.6080000000000001,8.8,0.14511463604965683,-11.662654631117789,1
11962,1.65,0.6080000000000001,8.8,0.14417424729251505,-10.59741272723842,1
11963,1.65,0.6080000000000001,8.8,0.15134185026320907,-11.501587245407208,1
11964,1.65,0.6080000000000001,8.8,0.14590653999201614,-11.95832338556243,1
11965,1.65,0.6080000000000001,8.8,0.14908494899801225,-11.56575663336502,1
11966,1.65,0.6080000000000001,8.8,0.1395544296109521,-11.014820143808407,1
11967,1.65,0.6080000000000001,8.8,0.1341451703849404,-8.873123950230074,1
11968,1.65,0.6080000000000001,8.8,0.1549276956297365,-12.353024693132497,1
11969,1.65,0.6080000000000001,8.8,0.15262318939353842,-12.058366290020558,1
11970,1.65,0.6080000000000001,8.8,0.14854505412943278,-11.127042116901563,1
11971,1.65,0.6080000000000001,8.8,0.15368454156572464,-10.977403770049456,1
11972,1.65,0.6080000000000001,8.8,0.14935041725013268,-11.33642259765098,1
11973,1.65,0.6080000000000001,8.8,0.13700155727797858,-11.446041040169945,1
11974,1.65,0.6080000000000001,8.8,0.15697751196967638,-12.278750174329502,1
11975,1.65,0.6080000000000001,8.8,0.1397476497211549,-11.247351277931216,1
11976,1.65,0.6080000000000001,8.8,0.14980347596036322,-11.726407933660134,1
11977,1.65,0.6080000000000001,8.8,0.1237592482623121,-8.583835537639281,1
11978,1.65,0.6080000000000001,8.8,0.13923394812037274,-10.703695146268451,1
11979,1.65,0.6080000000000001,8.8,0.14302031375479882,-10.439001742158418,1
11980,1.65,0.6080000000000001,8.8,0.11881526878707846,-9.079727791810775,1
11981,1.65,0.6080000000000001,8.8,0.15797719813263328,-13.381813187970508,1
11982,1.65,0.6080000000000001,8.8,0.17369806859472506,-14.46860303205672,1
11983,1.65,0.6080000000000001,8.8,0.15787569118564412,-11.901485411860143,1
11984,1.65,0.6080000000000001,8.8,0.15153575157001253,-10.650626645027494,1
11985,1.65,0.6080000000000001,8.8,0.1505545558125743,-11.544871978767489,1
11986,1.65,0.6080000000000001,8.8,0.1542322606157657,-12.70388955708291,1
11987,1.65,0.6080000000000001,8.8,0.1416598004532767,-10.94327899803423,1
11988,1.65,0.6080000000000001,8.8,0.13824280860664914,-10.7690134201423,1
11989,1.65,0.6080000000000001,8.8,0.12813447026391275,-9.555336562865875,1
11990,1.65,0.6080000000000001,8.8,0.15181132794848234,-11.783086610118417,1
11991,1.65,0.6080000000000001,8.8,0.14761810122633656,-11.64836861737649,1
11992,1.65,0.6080000000000001,8.8,0.12636421374110143,-9.007002754746807,1
11993,1.65,0.6080000000000001,8.8,0.160386236189176,-11.832608224311556,1
11994,1.65,0.6080000000000001,8.8,0.13936854584578956,-10.282719509415507,1
11995,1.65,0.6080000000000001,8.8,0.15027458302612237,-11.799431083109603,1
11996,1.65,0.6080000000000001,8.8,0.1536459336759719,-12.573309747441293,1
11997,1.65,0.6080000000000001,8.8,0.13196661086887235,-10.216797456972927,1
11998,1.65,0.6080000000000001,8.8,0.1576973778435345,-11.338690915326247,1
11999,1.65,0.6080000000000001,8.8,0.13828994715194037,-10.980886796515001,1
12000,1.2,0.448,6.4,0.006972618278728915,-0.7074668138736655,1
12001,1.2,0.448,6.4,-0.006825563974036664,0.8834516981510916,1
12002,1.2,0.448,6.4,0.005421608132496175,-0.07171208095117265,1
12003,1.2,0.448,6.4,-0.0020287459343265313,-0.4708229652645173,1
12004,1.2,0.448,6.4,-0.0013277152572592488,-0.2428452007877553,1
12005,1.2,0.448,6.4,0.013584893795604375,-1.9097421910443728,0
12006,1.2,0.448,6.4,0.001001557726727026,-0.4204346772338141,1
12007,1.2,0.448,6.4,0.0003341338128583504,0.28490424166072614,0
12008,1.2,0.448,6.4,0.0048004825506094695,-0.44550644561722663,1
12009,1.2,0.448,6.4,-0.0006905128226384338,-0.21678523441849507,1
12010,1.2,0.448,6.4,0.0070719187521910976,-1.3797666391353829,1
12011,1.2,0.448,6.4,0.017665038090818846,-1.540550036230627,1
12012,1.2,0.448,6.4,0.004909540932523826,-0.24795382815092637,0
12013,1.2,0.448,6.4,-0.008107929438777778,-0.31317221872484424,0
12014,1.2,0.448,6.4,0.006044573838326683,-0.5838420285138284,1
12015,1.2,0.448,6.4,0.003239467283277536,-0.15265633858463445,0
12016,1.2,0.448,6.4,0.01634590653453724,-3.3105471845832852,0
12017,1.2,0.448,6.4,-0.006992843441818192,0.0680227416717969,0
12018,1.2,0.448,6.4,0.007413820925239151,-0.9118828726773245,1
12019,1.2,0.448,6.4,0.018779147435360022,-2.3787004179825857,1
12020,1.2,0.448,6.4,0.009901568676672162,-0.4906778219756518,1
12021,1.2,0.448,6.4,0.008812816083720004,-1.063352163143449,0
12022,1.2,0.448,6.4,0.014648333413032455,-0.5097983138565922,0
12023,1.2,0.448,6.4,0.0089728271936442,-1.1422351171770657,1
12024,1.2,0.448,6.4,0.012301493799130397,-2.8866389534623664,0
12025,1.2,0.448,6.4,-0.008035660001586536,0.012026394425532771,1
12026,1.2,0.448,6.4,-0.006706134754971865,0.5192105674795044,0
12027,1.2,0.448,6.4,-0.010427512932499633,-0.36567250428397813,0
12028,1.2,0.448,6.4,0.0050381189882264255,-1.0990212544623148,0
12029,1.2,0.448,6.4,-0.000725865642704937,-0.4250039363226108,0
12030,1.2,0.448,6.4,0.0019314935622609941,-0.7424481222927,1
12031,1.2,0.448,6.4,0.004778818724167078,-0.23684635781494023,0
12032,1.2,0.448,6.4,-0.004799927550132227,-0.19010265960369566,0
12033,1.2,0.448,6.4,-0.0016256351546479753,-0.14253266590185376,0
12034,1.2,0.448,6.4,0.014692748659339894,-2.1948974453153625,1
12035,1.2,0.448,6.4,0.0033042888889596445,-0.0159110948819432,0
12036,1.2,0.448,6.4,0.011609854677602172,-1.5990883475305253,0
12037,1.2,0.448,6.4,-0.010203635848772402,-0.06842822516816227,0
12038,1.2,0.448,6.4,-0.01744023254890767,2.3862125992889958,0
12039,1.2,0.448,6.4,0.0002579552846813382,0.8226606863714636,0
12040,1.2,0.448,6.4,-0.012894718306583952,1.055348882677663,1
